protein1 protein2 experimental database textmining combined_score
224308.BSU24300 224308.BSU15420 176 0 0 175
224308.BSU24300 224308.BSU35500 176 0 0 175
224308.BSU24300 224308.BSU28980 176 0 0 175
224308.BSU24300 224308.BSU15280 176 0 0 175
224308.BSU24300 224308.BSU37030 183 0 0 182
224308.BSU24300 224308.BSU25250 176 0 0 175
224308.BSU24300 224308.BSU35160 0 0 232 231
224308.BSU24300 224308.BSU20860 176 0 0 175
224308.BSU24300 224308.BSU18200 176 0 0 175
224308.BSU24300 224308.BSU29610 176 0 0 175
224308.BSU24300 224308.BSU09980 176 0 0 175
224308.BSU24300 224308.BSU25490 176 0 0 175
224308.BSU24300 224308.BSU31240 176 0 0 175
224308.BSU24300 224308.BSU40440 176 0 0 175
224308.BSU24300 224308.BSU29440 176 0 0 175
224308.BSU24300 224308.BSU05000 176 0 0 175
224308.BSU24300 224308.BSU37450 176 0 0 175
224308.BSU24300 224308.BSU15970 176 0 0 175
224308.BSU24300 224308.BSU13180 176 0 0 175
224308.BSU24300 224308.BSU27600 176 0 0 175
224308.BSU24300 224308.BSU08940 182 0 0 182
224308.BSU24300 224308.BSU39580 176 0 0 175
224308.BSU24300 224308.BSU25340 176 0 0 175
224308.BSU24300 224308.BSU00070 176 0 0 175
224308.BSU24310 224308.BSU06520 0 0 232 231
224308.BSU24310 224308.BSU36900 0 0 225 224
224308.BSU24310 224308.BSU06360 0 0 336 336
224308.BSU24310 224308.BSU29740 526 0 0 526
224308.BSU24310 224308.BSU16090 0 0 228 227
224308.BSU24320 224308.BSU01080 321 0 0 321
224308.BSU24320 224308.BSU16600 543 0 0 543
224308.BSU24320 224308.BSU01430 321 0 0 321
224308.BSU24320 224308.BSU01010 265 0 967 974
224308.BSU24320 224308.BSU14670 321 0 540 674
224308.BSU24320 224308.BSU15690 321 0 0 321
224308.BSU24320 224308.BSU01070 321 0 0 321
224308.BSU24320 224308.BSU23260 224 0 0 224
224308.BSU24320 224308.BSU29660 377 0 0 377
224308.BSU24320 224308.BSU01150 727 0 200 772
224308.BSU24330 224308.BSU09100 0 0 438 437
224308.BSU24340 224308.BSU17220 0 0 211 211
224308.BSU24340 224308.BSU16090 0 0 198 198
224308.BSU24340 224308.BSU24350 260 900 210 936
224308.BSU24340 224308.BSU17120 0 0 263 263
224308.BSU24340 224308.BSU18240 0 900 0 900
224308.BSU24340 224308.BSU29740 526 0 0 526
224308.BSU24340 224308.BSU05250 0 0 165 165
224308.BSU24340 224308.BSU29200 133 900 0 909
224308.BSU24340 224308.BSU22440 56 0 305 315
224308.BSU24340 224308.BSU23920 0 0 164 163
224308.BSU24340 224308.BSU15900 0 0 210 210
224308.BSU24340 224308.BSU18210 0 0 164 163
224308.BSU24340 224308.BSU32840 0 0 297 297
224308.BSU24340 224308.BSU29210 158 900 213 927
224308.BSU24340 224308.BSU17190 0 0 198 198
224308.BSU24340 224308.BSU17180 0 0 358 358
224308.BSU24340 224308.BSU18239 260 0 164 354
224308.BSU24340 224308.BSU06360 0 0 302 302
224308.BSU24340 224308.BSU17200 0 0 299 299
224308.BSU24340 224308.BSU17210 0 0 321 321
224308.BSU24340 224308.BSU23280 394 0 0 394
224308.BSU24350 224308.BSU37710 260 0 164 354
224308.BSU24350 224308.BSU23280 406 0 0 406
224308.BSU24350 224308.BSU29210 302 900 571 967
224308.BSU24350 224308.BSU22440 543 0 308 670
224308.BSU24350 224308.BSU15900 0 0 230 230
224308.BSU24350 224308.BSU18210 0 0 212 212
224308.BSU24350 224308.BSU24340 260 900 210 936
224308.BSU24350 224308.BSU36520 0 0 197 197
224308.BSU24350 224308.BSU25010 540 0 164 598
224308.BSU24350 224308.BSU33900 236 0 0 236
224308.BSU24350 224308.BSU29200 302 900 0 927
224308.BSU24350 224308.BSU23920 0 360 197 464
224308.BSU24350 224308.BSU17120 0 0 298 298
224308.BSU24350 224308.BSU18240 540 900 230 961
224308.BSU24360 224308.BSU36750 0 0 338 338
224308.BSU24360 224308.BSU25530 0 0 256 256
224308.BSU24360 224308.BSU36550 964 0 956 998
224308.BSU24360 224308.BSU24370 0 0 348 347
224308.BSU24370 224308.BSU24360 0 0 348 347
224308.BSU24370 224308.BSU24380 0 0 272 272
224308.BSU24380 224308.BSU24420 0 0 425 424
224308.BSU24380 224308.BSU24370 0 0 272 272
224308.BSU24380 224308.BSU24390 0 0 375 374
224308.BSU24380 224308.BSU24400 0 0 429 428
224308.BSU24390 224308.BSU24380 0 0 375 374
224308.BSU24390 224308.BSU23890 526 0 0 526
224308.BSU24390 224308.BSU24420 0 0 419 418
224308.BSU24390 224308.BSU24400 0 0 409 409
224308.BSU24390 224308.BSU41040 526 0 0 526
224308.BSU24400 224308.BSU24380 0 0 429 428
224308.BSU24400 224308.BSU24390 0 0 409 409
224308.BSU24400 224308.BSU24420 0 0 380 380
224308.BSU24420 224308.BSU24380 0 0 425 424
224308.BSU24420 224308.BSU24400 0 0 380 380
224308.BSU24420 224308.BSU24390 0 0 419 418
224308.BSU24430 224308.BSU36550 0 0 348 347
224308.BSU24450 224308.BSU28860 856 0 0 856
224308.BSU24450 224308.BSU01230 861 0 0 861
224308.BSU24450 224308.BSU01240 861 0 0 861
224308.BSU24450 224308.BSU16940 170 0 0 169
224308.BSU24450 224308.BSU17040 216 0 0 216
224308.BSU24450 224308.BSU01220 861 0 0 861
224308.BSU24450 224308.BSU01290 730 0 0 730
224308.BSU24450 224308.BSU10640 186 0 0 186
224308.BSU24450 224308.BSU24520 191 0 0 191
224308.BSU24450 224308.BSU01100 861 0 0 861
224308.BSU24450 224308.BSU30940 0 0 167 167
224308.BSU24450 224308.BSU01160 861 0 0 861
224308.BSU24450 224308.BSU01350 861 0 0 861
224308.BSU24450 224308.BSU01080 203 0 0 203
224308.BSU24450 224308.BSU01310 861 0 0 861
224308.BSU24450 224308.BSU01389 821 0 0 821
224308.BSU24450 224308.BSU29660 861 0 0 861
224308.BSU24450 224308.BSU00520 852 0 0 852
224308.BSU24450 224308.BSU01400 839 0 0 839
224308.BSU24450 224308.BSU23380 0 0 223 223
224308.BSU24450 224308.BSU19940 186 0 0 186
224308.BSU24450 224308.BSU01150 861 0 0 861
224308.BSU24450 224308.BSU01120 828 0 231 862
224308.BSU24450 224308.BSU21880 450 0 0 450
224308.BSU24450 224308.BSU01440 852 0 0 852
224308.BSU24450 224308.BSU09910 186 0 0 186
224308.BSU24450 224308.BSU08880 730 0 0 730
224308.BSU24450 224308.BSU28850 852 0 0 852
224308.BSU24450 224308.BSU01030 861 0 0 861
224308.BSU24450 224308.BSU37070 729 0 0 729
224308.BSU24450 224308.BSU01090 729 0 0 729
224308.BSU24450 224308.BSU00920 831 0 0 831
224308.BSU24450 224308.BSU01410 861 0 0 861
224308.BSU24450 224308.BSU01280 861 0 0 861
224308.BSU24450 224308.BSU16040 852 0 0 852
224308.BSU24450 224308.BSU10650 251 0 0 250
224308.BSU24450 224308.BSU27940 852 0 0 852
224308.BSU24450 224308.BSU25410 831 0 0 831
224308.BSU24450 224308.BSU01070 197 0 0 197
224308.BSU24450 224308.BSU15990 852 0 0 852
224308.BSU24450 224308.BSU40890 852 0 0 852
224308.BSU24450 224308.BSU01270 861 0 0 861
224308.BSU24450 224308.BSU30870 526 0 0 526
224308.BSU24450 224308.BSU01320 861 0 0 861
224308.BSU24450 224308.BSU24900 730 0 0 730
224308.BSU24450 224308.BSU30750 191 0 0 191
224308.BSU24450 224308.BSU01170 861 0 0 861
224308.BSU24450 224308.BSU16680 861 0 0 861
224308.BSU24450 224308.BSU40920 0 0 196 196
224308.BSU24450 224308.BSU01040 729 0 0 729
224308.BSU24450 224308.BSU01180 861 0 0 861
224308.BSU24450 224308.BSU41060 798 0 0 798
224308.BSU24450 224308.BSU01300 861 0 0 861
224308.BSU24450 224308.BSU15080 852 0 0 852
224308.BSU24450 224308.BSU40910 852 0 0 852
224308.BSU24450 224308.BSU34860 245 0 0 244
224308.BSU24450 224308.BSU01500 852 0 0 852
224308.BSU24450 224308.BSU15820 856 0 0 856
224308.BSU24450 224308.BSU06770 216 0 0 216
224308.BSU24450 224308.BSU33610 235 0 0 235
224308.BSU24450 224308.BSU40500 852 0 0 852
224308.BSU24450 224308.BSU01260 861 0 0 861
224308.BSU24450 224308.BSU01970 450 0 0 450
224308.BSU24450 224308.BSU01490 861 0 0 861
224308.BSU24450 224308.BSU27960 852 0 0 852
224308.BSU24450 224308.BSU16620 729 0 0 729
224308.BSU24450 224308.BSU33920 0 0 232 231
224308.BSU24450 224308.BSU00990 730 0 0 730
224308.BSU24450 224308.BSU01330 861 0 0 861
224308.BSU24450 224308.BSU01250 861 0 0 861
224308.BSU24450 224308.BSU01110 861 0 0 861
224308.BSU24450 224308.BSU01420 861 0 0 861
224308.BSU24450 224308.BSU04100 191 0 0 191
224308.BSU24450 224308.BSU30700 729 0 0 729
224308.BSU24450 224308.BSU01200 861 0 0 861
224308.BSU24450 224308.BSU07280 526 0 0 526
224308.BSU24450 224308.BSU01380 321 0 0 321
224308.BSU24450 224308.BSU16630 216 0 0 216
224308.BSU24450 224308.BSU01340 861 0 0 861
224308.BSU24450 224308.BSU16490 861 0 0 861
224308.BSU24450 224308.BSU01190 861 0 0 861
224308.BSU24450 224308.BSU01210 861 0 0 861
224308.BSU24450 224308.BSU07690 321 0 0 321
224308.BSU24450 224308.BSU00820 0 0 232 231
224308.BSU24450 224308.BSU30180 526 0 0 526
224308.BSU24450 224308.BSU25550 852 0 0 852
224308.BSU24450 224308.BSU01020 255 0 0 254
224308.BSU24460 224308.BSU00090 448 0 0 448
224308.BSU24460 224308.BSU06680 212 0 0 212
224308.BSU24460 224308.BSU32130 258 0 0 258
224308.BSU24460 224308.BSU01120 59 0 146 162
224308.BSU24460 224308.BSU15430 198 0 166 302
224308.BSU24460 224308.BSU41010 0 0 198 198
224308.BSU24470 224308.BSU23080 0 900 0 900
224308.BSU24470 224308.BSU01190 0 0 165 165
224308.BSU24470 224308.BSU13990 0 0 395 394
224308.BSU24520 224308.BSU01070 168 0 0 167
224308.BSU24520 224308.BSU24450 191 0 0 191
224308.BSU24520 224308.BSU30740 0 0 206 206
224308.BSU24520 224308.BSU32750 191 0 0 191
224308.BSU24520 224308.BSU16630 204 0 0 204
224308.BSU24530 224308.BSU32800 517 0 0 517
224308.BSU24530 224308.BSU24030 160 0 0 159
224308.BSU24530 224308.BSU32330 0 0 176 175
224308.BSU24530 224308.BSU14600 160 0 0 159
224308.BSU24530 224308.BSU08080 160 0 0 159
224308.BSU24530 224308.BSU19360 160 0 0 159
224308.BSU24540 224308.BSU17220 211 0 0 211
224308.BSU24540 224308.BSU01190 247 0 0 246
224308.BSU24540 224308.BSU25320 558 0 0 558
224308.BSU24540 224308.BSU07620 213 0 0 213
224308.BSU24540 224308.BSU01020 518 0 0 518
224308.BSU24540 224308.BSU04170 256 0 0 256
224308.BSU24540 224308.BSU17130 211 0 0 211
224308.BSU24540 224308.BSU08220 213 0 0 213
224308.BSU24540 224308.BSU00090 250 0 0 250
224308.BSU24540 224308.BSU25020 513 0 0 513
224308.BSU24540 224308.BSU25460 247 0 0 246
224308.BSU24540 224308.BSU23790 213 0 0 213
224308.BSU24540 224308.BSU30790 256 0 0 256
224308.BSU24540 224308.BSU01480 265 0 0 265
224308.BSU24540 224308.BSU17180 713 0 0 713
224308.BSU24540 224308.BSU25200 231 0 0 230
224308.BSU24540 224308.BSU26510 213 0 0 213
224308.BSU24540 224308.BSU38520 211 0 0 211
224308.BSU24540 224308.BSU14320 213 0 0 213
224308.BSU24540 224308.BSU09720 213 0 0 213
224308.BSU24540 224308.BSU28560 256 0 0 256
224308.BSU24540 224308.BSU17200 211 0 0 211
224308.BSU24540 224308.BSU17210 211 0 0 211
224308.BSU24540 224308.BSU19080 213 0 0 213
224308.BSU24540 224308.BSU16630 265 0 0 265
224308.BSU24540 224308.BSU10360 256 0 0 256
224308.BSU24540 224308.BSU01270 505 0 0 505
224308.BSU24540 224308.BSU25780 238 0 0 237
224308.BSU24540 224308.BSU17250 213 0 0 213
224308.BSU24540 224308.BSU14310 0 0 164 163
224308.BSU24540 224308.BSU24790 213 0 0 213
224308.BSU24540 224308.BSU08690 213 0 0 213
224308.BSU24540 224308.BSU09710 213 0 0 213
224308.BSU24540 224308.BSU03510 211 0 0 211
224308.BSU24540 224308.BSU15920 211 0 0 211
224308.BSU24540 224308.BSU30490 247 0 0 246
224308.BSU24540 224308.BSU23360 505 0 0 505
224308.BSU24540 224308.BSU15140 247 0 0 246
224308.BSU24540 224308.BSU01250 542 0 0 542
224308.BSU24540 224308.BSU01440 525 0 0 525
224308.BSU24540 224308.BSU10270 256 0 0 256
224308.BSU24540 224308.BSU34820 213 0 0 213
224308.BSU24540 224308.BSU03490 211 0 0 211
224308.BSU24540 224308.BSU18250 256 0 0 256
224308.BSU24540 224308.BSU36930 238 0 0 237
224308.BSU24540 224308.BSU29890 213 0 0 213
224308.BSU24540 224308.BSU07880 238 0 0 237
224308.BSU24540 224308.BSU17090 213 0 0 213
224308.BSU24540 224308.BSU14130 250 0 0 250
224308.BSU24540 224308.BSU31960 211 0 0 211
224308.BSU24540 224308.BSU02530 247 0 0 246
224308.BSU24540 224308.BSU14330 213 0 0 213
224308.BSU24540 224308.BSU37230 213 0 0 213
224308.BSU24540 224308.BSU22050 265 0 0 265
224308.BSU24540 224308.BSU27960 525 0 0 525
224308.BSU24540 224308.BSU01490 505 0 0 505
224308.BSU24540 224308.BSU01260 247 0 0 246
224308.BSU24540 224308.BSU09230 250 0 0 250
224308.BSU24540 224308.BSU08210 213 0 0 213
224308.BSU24540 224308.BSU01350 505 0 0 505
224308.BSU24540 224308.BSU40700 213 0 0 213
224308.BSU24540 224308.BSU19330 513 0 0 513
224308.BSU24540 224308.BSU01160 501 0 0 501
224308.BSU24550 224308.BSU24570 64 900 219 920
224308.BSU24550 224308.BSU29750 0 0 210 210
224308.BSU24550 224308.BSU24060 0 900 178 914
224308.BSU24550 224308.BSU36900 0 0 232 231
224308.BSU24550 224308.BSU08090 0 900 178 914
224308.BSU24550 224308.BSU32800 56 900 232 921
224308.BSU24550 224308.BSU14610 0 900 178 914
224308.BSU24550 224308.BSU24560 744 900 0 973
224308.BSU24550 224308.BSU30320 172 0 0 171
224308.BSU24560 224308.BSU08090 0 900 173 913
224308.BSU24560 224308.BSU14610 0 900 173 913
224308.BSU24560 224308.BSU24060 0 900 173 913
224308.BSU24560 224308.BSU32800 0 900 232 919
224308.BSU24560 224308.BSU24570 0 900 219 918
224308.BSU24560 224308.BSU24550 744 900 0 973
224308.BSU24570 224308.BSU04520 136 0 135 220
224308.BSU24570 224308.BSU15760 52 833 0 834
224308.BSU24570 224308.BSU11670 539 0 178 604
224308.BSU24570 224308.BSU11010 0 0 354 354
224308.BSU24570 224308.BSU17200 0 0 210 210
224308.BSU24570 224308.BSU17210 0 0 213 213
224308.BSU24570 224308.BSU36900 0 900 0 900
224308.BSU24570 224308.BSU24550 64 900 219 920
224308.BSU24570 224308.BSU24150 136 0 135 220
224308.BSU24570 224308.BSU17180 0 0 304 304
224308.BSU24570 224308.BSU24560 0 900 219 918
224308.BSU24570 224308.BSU32630 539 0 178 604
224308.BSU24570 224308.BSU10390 539 0 211 620
224308.BSU24570 224308.BSU18260 136 0 135 220
224308.BSU24570 224308.BSU24060 0 900 178 914
224308.BSU24570 224308.BSU37170 136 0 135 220
224308.BSU24570 224308.BSU08090 0 900 178 914
224308.BSU24570 224308.BSU32800 681 900 218 972
224308.BSU24570 224308.BSU14610 0 900 178 914
224308.BSU24570 224308.BSU32820 136 0 135 220
224308.BSU24580 224308.BSU25470 508 0 167 572
224308.BSU24580 224308.BSU01070 729 466 0 849
224308.BSU24580 224308.BSU35440 140 430 0 488
224308.BSU24580 224308.BSU28240 140 111 0 202
224308.BSU24580 224308.BSU29710 441 343 197 679
224308.BSU24580 224308.BSU04310 140 111 0 202
224308.BSU24580 224308.BSU22590 140 111 64 221
224308.BSU24580 224308.BSU04580 240 134 110 363
224308.BSU24580 224308.BSU40300 140 111 0 202
224308.BSU24580 224308.BSU09165 140 111 0 202
224308.BSU24580 224308.BSU29090 314 378 302 676
224308.BSU24580 224308.BSU37460 140 111 0 202
224308.BSU24580 224308.BSU39110 240 134 110 363
224308.BSU24580 224308.BSU15680 321 77 0 346
224308.BSU24580 224308.BSU21500 145 91 77 220
224308.BSU24580 224308.BSU36810 173 0 133 252
224308.BSU24580 224308.BSU06140 140 111 0 202
224308.BSU24580 224308.BSU23710 145 91 77 220
224308.BSU24580 224308.BSU17040 44 0 199 201
224308.BSU24580 224308.BSU16940 434 0 200 527
224308.BSU24580 224308.BSU22150 44 360 142 429
224308.BSU24580 224308.BSU00060 240 0 80 270
224308.BSU24580 224308.BSU01080 690 135 0 720
224308.BSU24580 224308.BSU01430 729 486 106 864
224308.BSU24580 224308.BSU34810 140 111 0 202
224308.BSU24580 224308.BSU04780 255 0 0 254
224308.BSU24580 224308.BSU01120 210 0 0 210
224308.BSU24580 224308.BSU23870 145 91 77 220
224308.BSU24580 224308.BSU23020 330 0 143 401
224308.BSU24580 224308.BSU21590 288 81 103 361
224308.BSU24580 224308.BSU17420 132 0 115 198
224308.BSU24580 224308.BSU19220 330 0 143 401
224308.BSU24580 224308.BSU05010 140 111 0 202
224308.BSU24580 224308.BSU22010 209 378 142 540
224308.BSU24580 224308.BSU04260 265 0 0 265
224308.BSU24580 224308.BSU00020 476 350 0 644
224308.BSU24580 224308.BSU17500 288 81 103 361
224308.BSU24580 224308.BSU18090 240 0 80 270
224308.BSU24580 224308.BSU26370 265 0 0 265
224308.BSU24580 224308.BSU07430 240 134 110 363
224308.BSU24580 224308.BSU33900 510 0 0 510
224308.BSU24580 224308.BSU09650 96 85 81 173
224308.BSU24580 224308.BSU18940 145 91 77 220
224308.BSU24580 224308.BSU06770 0 502 200 584
224308.BSU24580 224308.BSU27490 140 111 0 202
224308.BSU24580 224308.BSU15690 729 487 113 865
224308.BSU24580 224308.BSU22050 186 103 0 238
224308.BSU24580 224308.BSU16120 265 0 0 265
224308.BSU24580 224308.BSU19020 263 490 118 639
224308.BSU24580 224308.BSU19010 288 81 103 361
224308.BSU24580 224308.BSU01370 265 0 0 265
224308.BSU24580 224308.BSU25140 240 134 110 363
224308.BSU24580 224308.BSU03770 140 111 0 202
224308.BSU24580 224308.BSU35290 155 0 0 154
224308.BSU24580 224308.BSU02820 140 111 0 202
224308.BSU24580 224308.BSU18930 145 91 77 220
224308.BSU24580 224308.BSU27330 66 550 80 579
224308.BSU24580 224308.BSU25830 140 111 0 202
224308.BSU24580 224308.BSU22400 44 360 142 429
224308.BSU24600 224308.BSU24610 960 0 594 983
224308.BSU24610 224308.BSU24220 0 0 396 395
224308.BSU24610 224308.BSU24600 960 0 594 983
224308.BSU24610 224308.BSU09990 399 0 0 398
224308.BSU24610 224308.BSU31450 0 0 376 376
224308.BSU24630 224308.BSU15950 0 0 168 167
224308.BSU24630 224308.BSU01360 0 0 210 210
224308.BSU24670 224308.BSU00690 0 0 165 165
224308.BSU24690 224308.BSU24710 0 0 264 264
224308.BSU24700 224308.BSU24720 0 0 214 214
224308.BSU24710 224308.BSU24720 0 0 503 503
224308.BSU24710 224308.BSU24690 0 0 264 264
224308.BSU24710 224308.BSU24730 0 0 412 412
224308.BSU24720 224308.BSU12690 321 0 0 321
224308.BSU24720 224308.BSU24710 0 0 503 503
224308.BSU24720 224308.BSU26020 321 0 0 321
224308.BSU24720 224308.BSU24730 512 0 569 780
224308.BSU24720 224308.BSU35300 172 0 0 171
224308.BSU24720 224308.BSU28070 0 0 219 219
224308.BSU24720 224308.BSU24700 0 0 214 214
224308.BSU24730 224308.BSU13420 0 0 301 301
224308.BSU24730 224308.BSU24710 0 0 412 412
224308.BSU24730 224308.BSU24720 512 0 569 780
224308.BSU24730 224308.BSU26020 321 0 0 321
224308.BSU24730 224308.BSU25570 0 0 541 541
224308.BSU24730 224308.BSU14090 0 0 170 169
224308.BSU24730 224308.BSU35470 0 0 468 468
224308.BSU24730 224308.BSU21340 0 0 199 199
224308.BSU24730 224308.BSU28070 109 0 219 274
224308.BSU24730 224308.BSU12690 321 0 0 321
224308.BSU24760 224308.BSU13200 0 0 304 304
224308.BSU24760 224308.BSU34110 158 0 0 157
224308.BSU24760 224308.BSU04740 158 0 0 157
224308.BSU24760 224308.BSU16320 237 0 0 237
224308.BSU24760 224308.BSU04700 158 0 0 157
224308.BSU24760 224308.BSU23460 259 0 73 283
224308.BSU24760 224308.BSU04690 259 0 73 283
224308.BSU24760 224308.BSU04720 259 0 73 283
224308.BSU24760 224308.BSU04670 0 0 314 313
224308.BSU24770 224308.BSU38250 251 0 0 250
224308.BSU24770 224308.BSU11550 302 0 0 302
224308.BSU24790 224308.BSU03510 203 0 0 203
224308.BSU24790 224308.BSU25320 244 0 0 243
224308.BSU24790 224308.BSU17220 203 0 0 203
224308.BSU24790 224308.BSU24540 213 0 0 213
224308.BSU24790 224308.BSU15140 228 0 0 227
224308.BSU24790 224308.BSU01250 228 0 0 227
224308.BSU24790 224308.BSU26530 213 0 0 213
224308.BSU24790 224308.BSU17130 203 0 0 203
224308.BSU24790 224308.BSU15920 203 0 0 203
224308.BSU24790 224308.BSU30490 228 0 0 227
224308.BSU24790 224308.BSU01480 244 0 0 243
224308.BSU24790 224308.BSU17180 216 0 0 216
224308.BSU24790 224308.BSU26510 213 0 0 213
224308.BSU24790 224308.BSU31960 203 0 0 203
224308.BSU24790 224308.BSU22050 244 0 0 243
224308.BSU24790 224308.BSU36930 219 0 0 219
224308.BSU24790 224308.BSU07880 219 0 0 219
224308.BSU24790 224308.BSU03490 203 0 0 203
224308.BSU24790 224308.BSU30310 213 0 0 213
224308.BSU24790 224308.BSU25780 219 0 0 219
224308.BSU24790 224308.BSU17200 216 0 0 216
224308.BSU24790 224308.BSU17210 216 0 0 216
224308.BSU24790 224308.BSU38520 203 0 0 203
224308.BSU24850 224308.BSU38050 775 0 197 811
224308.BSU24850 224308.BSU07800 775 0 197 811
224308.BSU24850 224308.BSU07700 775 0 197 811
224308.BSU24850 224308.BSU02350 775 0 300 835
224308.BSU24850 224308.BSU37870 0 0 170 169
224308.BSU24850 224308.BSU01680 775 0 197 811
224308.BSU24850 224308.BSU22230 0 900 0 900
224308.BSU24850 224308.BSU13890 775 900 300 982
224308.BSU24850 224308.BSU39270 775 0 300 835
224308.BSU24850 224308.BSU08200 775 0 197 811
224308.BSU24850 224308.BSU40120 0 900 0 900
224308.BSU24850 224308.BSU38410 775 0 197 811
224308.BSU24870 224308.BSU00690 0 135 146 229
224308.BSU24870 224308.BSU35620 272 0 0 272
224308.BSU24870 224308.BSU27580 272 0 0 272
224308.BSU24870 224308.BSU24190 272 0 0 272
224308.BSU24870 224308.BSU13300 218 0 0 218
224308.BSU24870 224308.BSU17710 290 0 0 290
224308.BSU24870 224308.BSU01530 272 0 0 272
224308.BSU24870 224308.BSU22590 0 0 210 210
224308.BSU24870 224308.BSU02630 290 0 0 290
224308.BSU24870 224308.BSU12420 0 135 146 229
224308.BSU24870 224308.BSU17410 272 0 0 272
224308.BSU24870 224308.BSU05980 290 0 0 290
224308.BSU24900 224308.BSU25020 526 0 110 560
224308.BSU24900 224308.BSU22730 542 0 0 542
224308.BSU24900 224308.BSU41060 969 0 0 968
224308.BSU24900 224308.BSU01300 969 0 0 968
224308.BSU24900 224308.BSU14430 536 0 0 536
224308.BSU24900 224308.BSU15080 968 0 0 967
224308.BSU24900 224308.BSU02040 228 0 0 227
224308.BSU24900 224308.BSU40910 960 0 0 960
224308.BSU24900 224308.BSU35310 943 0 0 943
224308.BSU24900 224308.BSU00690 236 0 0 236
224308.BSU24900 224308.BSU15720 523 0 0 523
224308.BSU24900 224308.BSU38870 729 0 0 729
224308.BSU24900 224308.BSU01500 969 0 0 968
224308.BSU24900 224308.BSU01320 960 0 0 960
224308.BSU24900 224308.BSU23880 800 0 0 800
224308.BSU24900 224308.BSU15410 509 0 0 509
224308.BSU24900 224308.BSU09880 494 0 0 493
224308.BSU24900 224308.BSU01170 960 0 0 960
224308.BSU24900 224308.BSU16680 969 0 0 968
224308.BSU24900 224308.BSU01040 943 0 0 943
224308.BSU24900 224308.BSU01180 960 0 0 960
224308.BSU24900 224308.BSU18220 494 0 0 493
224308.BSU24900 224308.BSU33600 729 0 0 729
224308.BSU24900 224308.BSU40890 969 0 0 969
224308.BSU24900 224308.BSU15990 960 0 0 960
224308.BSU24900 224308.BSU01270 969 0 0 968
224308.BSU24900 224308.BSU01360 321 0 0 321
224308.BSU24900 224308.BSU17200 252 0 0 252
224308.BSU24900 224308.BSU15980 858 0 0 857
224308.BSU24900 224308.BSU30870 493 0 0 493
224308.BSU24900 224308.BSU17180 261 0 0 261
224308.BSU24900 224308.BSU15460 222 0 0 222
224308.BSU24900 224308.BSU01280 969 0 163 972
224308.BSU24900 224308.BSU16040 969 0 0 968
224308.BSU24900 224308.BSU01050 730 0 0 730
224308.BSU24900 224308.BSU27940 969 0 0 968
224308.BSU24900 224308.BSU25950 228 0 0 227
224308.BSU24900 224308.BSU12900 208 0 0 208
224308.BSU24900 224308.BSU25410 943 0 0 943
224308.BSU24900 224308.BSU01070 361 0 0 361
224308.BSU24900 224308.BSU32840 494 0 0 493
224308.BSU24900 224308.BSU25670 218 0 0 218
224308.BSU24900 224308.BSU01440 969 0 197 973
224308.BSU24900 224308.BSU16600 321 0 0 321
224308.BSU24900 224308.BSU08880 729 0 0 729
224308.BSU24900 224308.BSU28850 969 0 0 968
224308.BSU24900 224308.BSU01130 730 0 0 730
224308.BSU24900 224308.BSU01030 943 0 0 943
224308.BSU24900 224308.BSU37070 943 0 0 943
224308.BSU24900 224308.BSU37120 265 0 0 265
224308.BSU24900 224308.BSU01410 969 0 0 968
224308.BSU24900 224308.BSU12750 228 0 0 227
224308.BSU24900 224308.BSU09210 222 0 0 222
224308.BSU24900 224308.BSU29660 969 0 0 968
224308.BSU24900 224308.BSU00520 815 0 0 815
224308.BSU24900 224308.BSU01400 969 0 0 968
224308.BSU24900 224308.BSU03510 252 0 0 252
224308.BSU24900 224308.BSU21680 321 0 0 321
224308.BSU24900 224308.BSU01150 962 0 0 961
224308.BSU24900 224308.BSU01120 730 0 0 730
224308.BSU24900 224308.BSU02700 265 0 0 265
224308.BSU24900 224308.BSU25510 729 0 0 729
224308.BSU24900 224308.BSU00590 858 0 0 857
224308.BSU24900 224308.BSU07370 536 0 0 536
224308.BSU24900 224308.BSU01100 969 0 0 968
224308.BSU24900 224308.BSU01430 337 0 0 337
224308.BSU24900 224308.BSU01160 969 0 0 968
224308.BSU24900 224308.BSU01350 969 0 0 968
224308.BSU24900 224308.BSU01010 265 0 0 265
224308.BSU24900 224308.BSU21930 229 0 0 228
224308.BSU24900 224308.BSU01080 321 0 0 321
224308.BSU24900 224308.BSU01310 960 0 0 960
224308.BSU24900 224308.BSU15930 729 0 0 729
224308.BSU24900 224308.BSU28860 984 0 0 983
224308.BSU24900 224308.BSU01230 969 87 0 970
224308.BSU24900 224308.BSU39670 265 0 0 265
224308.BSU24900 224308.BSU01240 960 0 0 960
224308.BSU24900 224308.BSU40360 208 0 0 208
224308.BSU24900 224308.BSU01220 969 0 0 968
224308.BSU24900 224308.BSU15640 800 0 0 800
224308.BSU24900 224308.BSU01290 943 0 0 943
224308.BSU24900 224308.BSU28540 494 0 0 493
224308.BSU24900 224308.BSU05950 536 0 0 536
224308.BSU24900 224308.BSU18000 588 0 0 588
224308.BSU24900 224308.BSU14560 523 0 0 523
224308.BSU24900 224308.BSU23070 265 0 0 265
224308.BSU24900 224308.BSU17170 494 0 0 493
224308.BSU24900 224308.BSU01210 969 0 0 968
