protein1 protein2 experimental database textmining combined_score
224308.BSU01300 224308.BSU09100 228 0 0 227
224308.BSU01300 224308.BSU01380 548 0 0 548
224308.BSU01300 224308.BSU07850 186 0 0 186
224308.BSU01300 224308.BSU16630 861 0 0 861
224308.BSU01300 224308.BSU14620 207 0 0 207
224308.BSU01300 224308.BSU07280 665 386 65 790
224308.BSU01300 224308.BSU28630 255 0 0 254
224308.BSU01300 224308.BSU16590 512 0 0 512
224308.BSU01300 224308.BSU15240 512 0 0 512
224308.BSU01300 224308.BSU25460 527 0 0 527
224308.BSU01300 224308.BSU30320 231 0 0 230
224308.BSU01300 224308.BSU01200 969 931 0 997
224308.BSU01300 224308.BSU24450 861 0 0 861
224308.BSU01300 224308.BSU30700 730 0 0 730
224308.BSU01300 224308.BSU05610 906 0 0 906
224308.BSU01300 224308.BSU01420 969 931 231 998
224308.BSU01300 224308.BSU01000 512 0 0 512
224308.BSU01310 224308.BSU15820 969 0 0 969
224308.BSU01310 224308.BSU06770 321 0 0 321
224308.BSU01310 224308.BSU15690 807 0 0 807
224308.BSU01310 224308.BSU40500 969 0 229 975
224308.BSU01310 224308.BSU18790 186 0 0 186
224308.BSU01310 224308.BSU27960 969 0 0 969
224308.BSU01310 224308.BSU29180 845 0 0 845
224308.BSU01310 224308.BSU16620 730 434 198 866
224308.BSU01310 224308.BSU16050 925 0 0 925
224308.BSU01310 224308.BSU35290 589 0 0 589
224308.BSU01310 224308.BSU16520 859 0 0 859
224308.BSU01310 224308.BSU15950 791 0 0 791
224308.BSU01310 224308.BSU28230 634 0 0 634
224308.BSU01310 224308.BSU30700 730 0 0 730
224308.BSU01310 224308.BSU01420 969 0 0 969
224308.BSU01310 224308.BSU05610 906 0 70 908
224308.BSU01310 224308.BSU23260 238 0 0 237
224308.BSU01310 224308.BSU17430 820 0 0 820
224308.BSU01310 224308.BSU24450 861 0 0 861
224308.BSU01310 224308.BSU07280 665 0 0 665
224308.BSU01310 224308.BSU26740 322 117 0 375
224308.BSU01310 224308.BSU16630 861 0 232 888
224308.BSU01310 224308.BSU41020 512 0 0 512
224308.BSU01310 224308.BSU01340 969 809 0 993
224308.BSU01310 224308.BSU00950 800 0 0 800
224308.BSU01310 224308.BSU18560 525 0 0 525
224308.BSU01310 224308.BSU22880 778 0 0 778
224308.BSU01310 224308.BSU17500 210 0 0 210
224308.BSU01310 224308.BSU27600 967 0 0 967
224308.BSU01310 224308.BSU07690 699 0 0 699
224308.BSU01310 224308.BSU37560 321 0 0 321
224308.BSU01310 224308.BSU01020 985 115 223 989
224308.BSU01310 224308.BSU07430 280 0 0 280
224308.BSU01310 224308.BSU35220 199 0 0 199
224308.BSU01310 224308.BSU28580 800 0 0 800
224308.BSU01310 224308.BSU04170 493 137 0 543
224308.BSU01310 224308.BSU19650 254 379 0 516
224308.BSU01310 224308.BSU01290 943 0 0 943
224308.BSU01310 224308.BSU01220 969 0 226 975
224308.BSU01310 224308.BSU40360 199 0 0 199
224308.BSU01310 224308.BSU39670 501 0 0 501
224308.BSU01310 224308.BSU28860 969 0 0 969
224308.BSU01310 224308.BSU22150 231 0 0 230
224308.BSU01310 224308.BSU01230 969 390 0 980
224308.BSU01310 224308.BSU17170 511 0 0 511
224308.BSU01310 224308.BSU05950 548 0 70 561
224308.BSU01310 224308.BSU18000 676 0 0 676
224308.BSU01310 224308.BSU28540 511 0 0 511
224308.BSU01310 224308.BSU01430 748 0 0 748
224308.BSU01310 224308.BSU01100 969 0 0 969
224308.BSU01310 224308.BSU01080 532 0 0 532
224308.BSU01310 224308.BSU21930 228 0 0 227
224308.BSU01310 224308.BSU01150 969 0 228 975
224308.BSU01310 224308.BSU09210 238 0 0 237
224308.BSU01310 224308.BSU12750 244 0 0 243
224308.BSU01310 224308.BSU01389 861 718 223 966
224308.BSU01310 224308.BSU05110 186 0 0 186
224308.BSU01310 224308.BSU00590 898 0 0 898
224308.BSU01310 224308.BSU01120 861 0 0 861
224308.BSU01310 224308.BSU17420 232 0 0 231
224308.BSU01310 224308.BSU37070 944 0 0 943
224308.BSU01310 224308.BSU28850 969 0 0 969
224308.BSU01310 224308.BSU16600 512 0 0 512
224308.BSU01310 224308.BSU01410 969 0 0 969
224308.BSU01310 224308.BSU00920 861 809 0 972
224308.BSU01310 224308.BSU37120 501 0 0 501
224308.BSU01310 224308.BSU01280 969 136 219 977
224308.BSU01310 224308.BSU17180 598 137 200 698
224308.BSU01310 224308.BSU15460 238 0 0 237
224308.BSU01310 224308.BSU32840 511 0 0 511
224308.BSU01310 224308.BSU25470 503 0 0 503
224308.BSU01310 224308.BSU12900 199 0 0 199
224308.BSU01310 224308.BSU25950 244 0 0 243
224308.BSU01310 224308.BSU15990 969 0 0 969
224308.BSU01310 224308.BSU40890 969 0 0 969
224308.BSU01310 224308.BSU30870 665 0 0 665
224308.BSU01310 224308.BSU15980 966 0 0 966
224308.BSU01310 224308.BSU28560 493 137 0 543
224308.BSU01310 224308.BSU04580 280 0 0 280
224308.BSU01310 224308.BSU01360 836 0 0 836
224308.BSU01310 224308.BSU01270 969 666 0 989
224308.BSU01310 224308.BSU09880 511 0 0 511
224308.BSU01310 224308.BSU01170 969 128 225 977
224308.BSU01310 224308.BSU01320 969 816 0 994
224308.BSU01310 224308.BSU01040 969 636 231 990
224308.BSU01310 224308.BSU17230 322 117 0 375
224308.BSU01310 224308.BSU16680 969 0 0 969
224308.BSU01310 224308.BSU15080 969 0 0 969
224308.BSU01310 224308.BSU14430 548 0 70 561
224308.BSU01310 224308.BSU01300 969 0 0 969
224308.BSU01310 224308.BSU41060 969 0 0 969
224308.BSU01310 224308.BSU25020 546 0 0 546
224308.BSU01310 224308.BSU28190 457 0 0 457
224308.BSU01310 224308.BSU15720 589 0 0 589
224308.BSU01310 224308.BSU27020 186 0 0 186
224308.BSU01310 224308.BSU00690 556 0 0 556
224308.BSU01310 224308.BSU40910 969 0 0 969
224308.BSU01310 224308.BSU32130 196 0 0 196
224308.BSU01310 224308.BSU02530 608 0 0 608
224308.BSU01310 224308.BSU30190 322 117 0 375
224308.BSU01310 224308.BSU07420 548 0 70 561
224308.BSU01310 224308.BSU37010 756 0 0 756
224308.BSU01310 224308.BSU18250 493 137 0 543
224308.BSU01310 224308.BSU35300 512 0 0 512
224308.BSU01310 224308.BSU33610 66 304 0 322
224308.BSU01310 224308.BSU19330 546 0 0 546
224308.BSU01310 224308.BSU27160 322 117 0 375
224308.BSU01310 224308.BSU25140 280 0 0 280
224308.BSU01310 224308.BSU38680 512 0 0 512
224308.BSU01310 224308.BSU19010 210 0 0 210
224308.BSU01310 224308.BSU01490 969 540 225 988
224308.BSU01310 224308.BSU17160 511 0 0 511
224308.BSU01310 224308.BSU25620 512 0 0 512
224308.BSU01310 224308.BSU01260 969 136 0 972
224308.BSU01310 224308.BSU05120 228 0 0 227
224308.BSU01310 224308.BSU00990 729 0 0 729
224308.BSU01310 224308.BSU01330 969 0 222 975
224308.BSU01310 224308.BSU12420 556 0 0 556
224308.BSU01310 224308.BSU14230 195 0 0 195
224308.BSU01310 224308.BSU01110 969 0 0 969
224308.BSU01310 224308.BSU01250 969 0 0 969
224308.BSU01310 224308.BSU28950 321 0 0 321
224308.BSU01310 224308.BSU15740 592 0 0 592
224308.BSU01310 224308.BSU22400 231 0 0 230
224308.BSU01310 224308.BSU01000 512 0 0 512
224308.BSU01310 224308.BSU25460 608 0 0 608
224308.BSU01310 224308.BSU15240 512 0 0 512
224308.BSU01310 224308.BSU01200 969 0 0 969
224308.BSU01310 224308.BSU33000 199 0 0 199
224308.BSU01310 224308.BSU01380 699 0 0 699
224308.BSU01310 224308.BSU09100 228 0 0 227
224308.BSU01310 224308.BSU07850 186 0 0 186
224308.BSU01310 224308.BSU14620 195 0 0 195
224308.BSU01310 224308.BSU10360 493 137 0 543
224308.BSU01310 224308.BSU16490 969 0 225 975
224308.BSU01310 224308.BSU33630 512 0 0 512
224308.BSU01310 224308.BSU11620 238 0 0 237
224308.BSU01310 224308.BSU16910 512 0 0 512
224308.BSU01310 224308.BSU01190 969 115 225 977
224308.BSU01310 224308.BSU27920 681 0 0 681
224308.BSU01310 224308.BSU30180 665 0 0 665
224308.BSU01310 224308.BSU26640 321 0 0 321
224308.BSU01310 224308.BSU01210 969 817 0 994
224308.BSU01310 224308.BSU00090 260 0 0 260
224308.BSU01310 224308.BSU25550 969 0 0 969
224308.BSU01310 224308.BSU15640 923 0 0 923
224308.BSU01310 224308.BSU12210 322 117 0 375
224308.BSU01310 224308.BSU01240 969 644 232 990
224308.BSU01310 224308.BSU15930 760 0 0 760
224308.BSU01310 224308.BSU14560 589 0 0 589
224308.BSU01310 224308.BSU23070 525 0 0 525
224308.BSU01310 224308.BSU39050 261 0 0 261
224308.BSU01310 224308.BSU01010 321 0 0 321
224308.BSU01310 224308.BSU01350 969 509 230 987
224308.BSU01310 224308.BSU23280 245 0 0 244
224308.BSU01310 224308.BSU01160 969 687 225 991
224308.BSU01310 224308.BSU32770 195 0 0 195
224308.BSU01310 224308.BSU35060 322 117 0 375
224308.BSU01310 224308.BSU01400 984 0 0 983
224308.BSU01310 224308.BSU00520 861 0 0 861
224308.BSU01310 224308.BSU29660 969 0 0 969
224308.BSU01310 224308.BSU21590 210 0 0 210
224308.BSU01310 224308.BSU07370 548 0 70 561
224308.BSU01310 224308.BSU25510 852 0 0 852
224308.BSU01310 224308.BSU01090 730 434 198 866
224308.BSU01310 224308.BSU01030 969 318 225 982
224308.BSU01310 224308.BSU19150 321 0 0 321
224308.BSU01310 224308.BSU01130 861 0 0 861
224308.BSU01310 224308.BSU08880 729 0 0 729
224308.BSU01310 224308.BSU10270 493 137 0 543
224308.BSU01310 224308.BSU25670 641 0 0 641
224308.BSU01310 224308.BSU01440 969 0 0 969
224308.BSU01310 224308.BSU37150 717 0 0 717
224308.BSU01310 224308.BSU07250 322 117 0 375
224308.BSU01310 224308.BSU27940 969 0 0 969
224308.BSU01310 224308.BSU30790 493 137 0 543
224308.BSU01310 224308.BSU01050 861 0 225 887
224308.BSU01310 224308.BSU16040 969 0 0 969
224308.BSU01310 224308.BSU01070 833 0 0 833
224308.BSU01310 224308.BSU25410 969 0 214 974
224308.BSU01310 224308.BSU35440 505 390 0 685
224308.BSU01310 224308.BSU36530 254 379 0 516
224308.BSU01310 224308.BSU33600 846 0 0 846
224308.BSU01310 224308.BSU18220 511 0 0 511
224308.BSU01310 224308.BSU02100 322 117 0 375
224308.BSU01310 224308.BSU37330 0 0 232 231
224308.BSU01310 224308.BSU23880 800 0 0 800
224308.BSU01310 224308.BSU24900 960 0 0 960
224308.BSU01310 224308.BSU01180 969 636 0 988
224308.BSU01310 224308.BSU39110 280 0 0 280
224308.BSU01310 224308.BSU01500 969 0 0 969
224308.BSU01310 224308.BSU38870 691 0 0 691
224308.BSU01310 224308.BSU35310 969 0 0 969
224308.BSU01310 224308.BSU02040 244 0 0 243
224308.BSU01320 224308.BSU12210 255 0 0 254
224308.BSU01320 224308.BSU01240 969 784 225 994
224308.BSU01320 224308.BSU01230 969 417 0 981
224308.BSU01320 224308.BSU28860 969 0 0 969
224308.BSU01320 224308.BSU01290 943 0 0 943
224308.BSU01320 224308.BSU15640 903 0 0 903
224308.BSU01320 224308.BSU01220 969 0 0 969
224308.BSU01320 224308.BSU14560 589 0 0 589
224308.BSU01320 224308.BSU05950 549 0 0 549
224308.BSU01320 224308.BSU01160 969 714 0 990
224308.BSU01320 224308.BSU01430 512 0 0 512
224308.BSU01320 224308.BSU01100 969 0 232 975
224308.BSU01320 224308.BSU01010 321 0 0 321
224308.BSU01320 224308.BSU01350 969 781 0 992
224308.BSU01320 224308.BSU01080 512 0 0 512
224308.BSU01320 224308.BSU32770 203 0 0 203
224308.BSU01320 224308.BSU21930 232 0 0 231
224308.BSU01320 224308.BSU01310 969 816 0 994
224308.BSU01320 224308.BSU00520 861 0 0 861
224308.BSU01320 224308.BSU29660 969 0 232 975
224308.BSU01320 224308.BSU21590 179 0 0 179
224308.BSU01320 224308.BSU12750 244 0 0 243
224308.BSU01320 224308.BSU09210 238 0 0 237
224308.BSU01320 224308.BSU01389 861 802 0 971
224308.BSU01320 224308.BSU35060 255 0 0 254
224308.BSU01320 224308.BSU01150 969 0 0 969
224308.BSU01320 224308.BSU01400 969 0 0 969
224308.BSU01320 224308.BSU00590 898 0 0 898
224308.BSU01320 224308.BSU25510 852 0 0 852
224308.BSU01320 224308.BSU01120 861 0 0 861
224308.BSU01320 224308.BSU07370 549 0 0 549
224308.BSU01320 224308.BSU01130 861 0 0 861
224308.BSU01320 224308.BSU28850 969 0 0 969
224308.BSU01320 224308.BSU08880 729 0 0 729
224308.BSU01320 224308.BSU16600 512 0 0 512
224308.BSU01320 224308.BSU10270 263 0 0 263
224308.BSU01320 224308.BSU25670 561 0 0 561
224308.BSU01320 224308.BSU01440 969 0 0 969
224308.BSU01320 224308.BSU01090 730 491 0 856
224308.BSU01320 224308.BSU17420 242 0 67 262
224308.BSU01320 224308.BSU37070 944 0 0 943
224308.BSU01320 224308.BSU01030 969 642 0 988
224308.BSU01320 224308.BSU19150 512 0 0 512
224308.BSU01320 224308.BSU01410 969 0 0 969
224308.BSU01320 224308.BSU37150 561 0 0 561
224308.BSU01320 224308.BSU00920 861 821 0 974
224308.BSU01320 224308.BSU01280 984 401 229 991
224308.BSU01320 224308.BSU16040 969 0 0 969
224308.BSU01320 224308.BSU17180 263 0 0 263
224308.BSU01320 224308.BSU15460 238 0 0 237
224308.BSU01320 224308.BSU07250 268 0 0 268
224308.BSU01320 224308.BSU27940 969 0 0 969
224308.BSU01320 224308.BSU01050 859 0 0 859
224308.BSU01320 224308.BSU30790 263 0 0 263
224308.BSU01320 224308.BSU25950 244 0 0 243
224308.BSU01320 224308.BSU25470 511 0 165 574
224308.BSU01320 224308.BSU01070 512 0 0 512
224308.BSU01320 224308.BSU25410 969 0 0 969
224308.BSU01320 224308.BSU35440 259 0 0 258
224308.BSU01320 224308.BSU02100 255 0 0 254
224308.BSU01320 224308.BSU40890 969 0 0 969
224308.BSU01320 224308.BSU15990 969 0 0 969
224308.BSU01320 224308.BSU33600 845 0 0 845
224308.BSU01320 224308.BSU01360 837 0 0 837
224308.BSU01320 224308.BSU01270 969 644 230 990
224308.BSU01320 224308.BSU15980 967 0 0 967
224308.BSU01320 224308.BSU30870 660 0 0 660
224308.BSU01320 224308.BSU28560 263 0 0 263
224308.BSU01320 224308.BSU04580 129 0 72 157
224308.BSU01320 224308.BSU23880 800 0 0 800
224308.BSU01320 224308.BSU24900 960 0 0 960
224308.BSU01320 224308.BSU01170 969 524 231 987
224308.BSU01320 224308.BSU17230 255 0 0 254
224308.BSU01320 224308.BSU01180 969 832 0 994
224308.BSU01320 224308.BSU01040 969 832 232 995
224308.BSU01320 224308.BSU16680 969 0 0 969
224308.BSU01320 224308.BSU39110 129 0 72 157
224308.BSU01320 224308.BSU14430 549 0 0 549
224308.BSU01320 224308.BSU15080 969 0 0 969
224308.BSU01320 224308.BSU01300 969 0 0 969
224308.BSU01320 224308.BSU41060 969 0 0 969
224308.BSU01320 224308.BSU35310 969 0 0 969
224308.BSU01320 224308.BSU02040 244 0 0 243
224308.BSU01320 224308.BSU40910 969 0 0 969
224308.BSU01320 224308.BSU01500 969 0 0 969
224308.BSU01320 224308.BSU15720 589 0 0 589
224308.BSU01320 224308.BSU30190 255 0 0 254
224308.BSU01320 224308.BSU15820 969 0 0 969
224308.BSU01320 224308.BSU15690 512 0 0 512
224308.BSU01320 224308.BSU07420 549 0 0 549
224308.BSU01320 224308.BSU18250 263 0 0 263
224308.BSU01320 224308.BSU37010 756 0 0 756
224308.BSU01320 224308.BSU35300 512 0 0 512
224308.BSU01320 224308.BSU27160 268 0 0 268
224308.BSU01320 224308.BSU25140 129 0 72 157
224308.BSU01320 224308.BSU38680 512 0 0 512
224308.BSU01320 224308.BSU40500 969 0 0 969
224308.BSU01320 224308.BSU25620 778 0 0 778
224308.BSU01320 224308.BSU01260 969 401 0 980
224308.BSU01320 224308.BSU19010 179 0 0 179
224308.BSU01320 224308.BSU27960 969 0 0 969
224308.BSU01320 224308.BSU01490 969 762 0 992
224308.BSU01320 224308.BSU29180 845 0 0 845
224308.BSU01320 224308.BSU16620 730 491 0 856
224308.BSU01320 224308.BSU05120 232 0 0 231
224308.BSU01320 224308.BSU00990 729 0 0 729
224308.BSU01320 224308.BSU16520 845 0 0 845
224308.BSU01320 224308.BSU01330 969 0 0 969
224308.BSU01320 224308.BSU14230 203 0 0 203
224308.BSU01320 224308.BSU35290 589 0 0 589
224308.BSU01320 224308.BSU16050 908 0 0 908
224308.BSU01320 224308.BSU01250 969 0 0 969
224308.BSU01320 224308.BSU15950 818 0 0 818
224308.BSU01320 224308.BSU15740 222 0 0 222
224308.BSU01320 224308.BSU28230 512 0 0 512
224308.BSU01320 224308.BSU01110 969 0 232 975
224308.BSU01320 224308.BSU01420 969 0 0 969
224308.BSU01320 224308.BSU01000 512 0 0 512
224308.BSU01320 224308.BSU05610 906 0 0 905
224308.BSU01320 224308.BSU30700 730 0 0 730
224308.BSU01320 224308.BSU24450 861 0 0 861
224308.BSU01320 224308.BSU01200 969 0 0 969
224308.BSU01320 224308.BSU17430 778 0 0 778
224308.BSU01320 224308.BSU15240 512 0 0 512
224308.BSU01320 224308.BSU26740 255 0 0 254
224308.BSU01320 224308.BSU06030 0 0 213 213
224308.BSU01320 224308.BSU07280 660 0 0 660
224308.BSU01320 224308.BSU09100 232 0 0 231
224308.BSU01320 224308.BSU16630 855 0 0 855
224308.BSU01320 224308.BSU01380 729 0 0 729
224308.BSU01320 224308.BSU14620 203 0 0 203
224308.BSU01320 224308.BSU10360 263 0 0 263
224308.BSU01320 224308.BSU39820 64 0 165 185
224308.BSU01320 224308.BSU16910 512 0 0 512
224308.BSU01320 224308.BSU00950 800 0 0 800
224308.BSU01320 224308.BSU22880 539 0 0 539
224308.BSU01320 224308.BSU33630 512 0 0 512
224308.BSU01320 224308.BSU16490 969 0 0 969
224308.BSU01320 224308.BSU01340 969 836 231 995
224308.BSU01320 224308.BSU11620 238 0 0 237
224308.BSU01320 224308.BSU17500 179 0 0 179
224308.BSU01320 224308.BSU01190 969 354 0 979
224308.BSU01320 224308.BSU27920 512 0 0 512
224308.BSU01320 224308.BSU07690 729 0 0 729
224308.BSU01320 224308.BSU01210 969 846 0 995
224308.BSU01320 224308.BSU30180 660 0 0 660
224308.BSU01320 224308.BSU27600 870 0 0 869
224308.BSU01320 224308.BSU04170 263 0 0 263
224308.BSU01320 224308.BSU25550 969 0 0 969
224308.BSU01320 224308.BSU01020 985 128 232 989
224308.BSU01320 224308.BSU07430 129 0 72 157
224308.BSU01320 224308.BSU28580 800 0 0 800
224308.BSU01330 224308.BSU40890 969 540 0 985
224308.BSU01330 224308.BSU15990 969 855 232 996
224308.BSU01330 224308.BSU18220 536 0 0 536
224308.BSU01330 224308.BSU33600 846 0 0 846
224308.BSU01330 224308.BSU02100 247 0 0 246
224308.BSU01330 224308.BSU17100 267 0 0 267
224308.BSU01330 224308.BSU15980 927 0 0 926
224308.BSU01330 224308.BSU30870 665 381 62 788
224308.BSU01330 224308.BSU04580 226 382 0 501
224308.BSU01330 224308.BSU31400 83 0 115 153
224308.BSU01330 224308.BSU28560 262 0 0 262
224308.BSU01330 224308.BSU01360 800 0 0 800
224308.BSU01330 224308.BSU01270 969 0 231 975
224308.BSU01330 224308.BSU07250 247 0 0 246
224308.BSU01330 224308.BSU01050 861 0 0 861
224308.BSU01330 224308.BSU30790 262 0 0 262
224308.BSU01330 224308.BSU27940 969 0 0 969
224308.BSU01330 224308.BSU16040 969 0 0 969
224308.BSU01330 224308.BSU01280 969 0 222 975
224308.BSU01330 224308.BSU17180 262 0 0 262
224308.BSU01330 224308.BSU25470 528 0 0 528
224308.BSU01330 224308.BSU01070 729 0 0 729
224308.BSU01330 224308.BSU32840 536 0 0 536
224308.BSU01330 224308.BSU12900 211 0 0 211
224308.BSU01330 224308.BSU25410 969 0 0 969
224308.BSU01330 224308.BSU09570 83 0 115 153
224308.BSU01330 224308.BSU25950 244 0 0 243
224308.BSU01330 224308.BSU39110 226 382 0 501
224308.BSU01330 224308.BSU14430 550 0 0 550
224308.BSU01330 224308.BSU15080 969 0 0 969
224308.BSU01330 224308.BSU41060 969 0 0 969
224308.BSU01330 224308.BSU22730 752 847 0 960
224308.BSU01330 224308.BSU01300 969 931 231 998
224308.BSU01330 224308.BSU25020 604 0 0 604
224308.BSU01330 224308.BSU15720 589 0 0 589
224308.BSU01330 224308.BSU38870 844 0 0 844
224308.BSU01330 224308.BSU28190 0 0 230 229
224308.BSU01330 224308.BSU01500 969 930 225 998
224308.BSU01330 224308.BSU00690 560 0 0 560
224308.BSU01330 224308.BSU40910 969 855 0 995
224308.BSU01330 224308.BSU02040 244 0 0 243
224308.BSU01330 224308.BSU35310 969 540 0 985
224308.BSU01330 224308.BSU09880 536 0 0 536
224308.BSU01330 224308.BSU01170 969 857 225 996
224308.BSU01330 224308.BSU23880 800 0 0 800
224308.BSU01330 224308.BSU01320 969 0 0 969
224308.BSU01330 224308.BSU24900 969 0 0 968
224308.BSU01330 224308.BSU27550 0 0 232 231
224308.BSU01330 224308.BSU01040 969 0 232 975
224308.BSU01330 224308.BSU17230 247 0 0 246
224308.BSU01330 224308.BSU01180 969 0 0 969
224308.BSU01330 224308.BSU16680 969 931 0 997
224308.BSU01330 224308.BSU01350 969 0 230 975
224308.BSU01330 224308.BSU01010 333 0 0 333
224308.BSU01330 224308.BSU01430 832 0 0 832
224308.BSU01330 224308.BSU01160 969 0 0 969
224308.BSU01330 224308.BSU01100 969 857 0 995
224308.BSU01330 224308.BSU01310 969 0 222 975
224308.BSU01330 224308.BSU01080 729 0 0 729
224308.BSU01330 224308.BSU21930 267 0 0 267
224308.BSU01330 224308.BSU32770 214 0 0 214
224308.BSU01330 224308.BSU28870 512 0 0 512
224308.BSU01330 224308.BSU01220 969 931 219 998
224308.BSU01330 224308.BSU01290 943 567 0 974
224308.BSU01330 224308.BSU40360 211 0 0 211
224308.BSU01330 224308.BSU12210 247 0 0 246
224308.BSU01330 224308.BSU15930 845 0 0 845
224308.BSU01330 224308.BSU01230 969 0 0 969
224308.BSU01330 224308.BSU28860 969 0 0 969
224308.BSU01330 224308.BSU39670 332 0 0 332
224308.BSU01330 224308.BSU01240 969 0 232 975
224308.BSU01330 224308.BSU17170 536 0 0 536
224308.BSU01330 224308.BSU14560 589 0 0 589
224308.BSU01330 224308.BSU01390 861 483 0 925
224308.BSU01330 224308.BSU28540 536 0 0 536
224308.BSU01330 224308.BSU18000 698 0 0 698
224308.BSU01330 224308.BSU05950 550 0 0 550
224308.BSU01330 224308.BSU01090 730 567 0 878
224308.BSU01330 224308.BSU01030 969 0 0 969
224308.BSU01330 224308.BSU19150 545 0 0 545
224308.BSU01330 224308.BSU37070 944 0 0 943
224308.BSU01330 224308.BSU16650 512 0 0 512
224308.BSU01330 224308.BSU08880 729 567 0 877
224308.BSU01330 224308.BSU16600 518 0 0 518
224308.BSU01330 224308.BSU15140 445 0 0 445
224308.BSU01330 224308.BSU01130 861 0 0 861
224308.BSU01330 224308.BSU28850 969 0 0 969
224308.BSU01330 224308.BSU25670 271 0 0 271
224308.BSU01330 224308.BSU01440 969 0 0 969
224308.BSU01330 224308.BSU10270 262 0 0 262
224308.BSU01330 224308.BSU01410 969 857 225 996
224308.BSU01330 224308.BSU14000 83 0 115 153
224308.BSU01330 224308.BSU00920 861 0 213 885
224308.BSU01330 224308.BSU13580 83 0 115 153
224308.BSU01330 224308.BSU37120 332 0 0 332
224308.BSU01330 224308.BSU01150 969 857 222 996
224308.BSU01330 224308.BSU35060 247 0 0 246
224308.BSU01330 224308.BSU01400 969 0 0 969
224308.BSU01330 224308.BSU21680 321 0 0 321
224308.BSU01330 224308.BSU29660 969 857 228 996
224308.BSU01330 224308.BSU22370 83 0 115 153
224308.BSU01330 224308.BSU27280 729 0 0 729
224308.BSU01330 224308.BSU00520 861 0 0 861
224308.BSU01330 224308.BSU01389 861 0 213 885
224308.BSU01330 224308.BSU12750 244 0 0 243
224308.BSU01330 224308.BSU07370 550 0 0 550
224308.BSU01330 224308.BSU01120 861 0 0 861
224308.BSU01330 224308.BSU02700 265 0 0 265
224308.BSU01330 224308.BSU25510 856 0 0 856
224308.BSU01330 224308.BSU16590 519 0 0 519
224308.BSU01330 224308.BSU07280 665 381 62 788
224308.BSU01330 224308.BSU28630 265 0 0 265
224308.BSU01330 224308.BSU06030 58 0 224 237
224308.BSU01330 224308.BSU26740 247 0 0 246
224308.BSU01330 224308.BSU39820 162 0 0 161
224308.BSU01330 224308.BSU33000 211 0 0 211
224308.BSU01330 224308.BSU00420 729 0 0 729
224308.BSU01330 224308.BSU14620 214 0 0 214
224308.BSU01330 224308.BSU16630 861 93 0 868
224308.BSU01330 224308.BSU01380 551 0 0 551
224308.BSU01330 224308.BSU09100 267 0 0 267
224308.BSU01330 224308.BSU10360 262 0 0 262
224308.BSU01330 224308.BSU30700 730 0 0 730
224308.BSU01330 224308.BSU01000 512 0 0 512
224308.BSU01330 224308.BSU01420 969 931 222 998
224308.BSU01330 224308.BSU05610 906 0 0 906
224308.BSU01330 224308.BSU25460 537 0 0 537
224308.BSU01330 224308.BSU15240 512 0 0 512
224308.BSU01330 224308.BSU24450 861 0 0 861
224308.BSU01330 224308.BSU01200 969 931 0 997
224308.BSU01330 224308.BSU30320 220 0 0 220
224308.BSU01330 224308.BSU13700 0 0 170 169
224308.BSU01330 224308.BSU27600 870 0 0 869
224308.BSU01330 224308.BSU26640 321 0 0 321
224308.BSU01330 224308.BSU30180 665 381 62 788
224308.BSU01330 224308.BSU41040 503 0 0 503
224308.BSU01330 224308.BSU07690 551 0 0 551
224308.BSU01330 224308.BSU08350 265 0 0 265
224308.BSU01330 224308.BSU01210 969 0 0 969
224308.BSU01330 224308.BSU37560 556 0 0 556
224308.BSU01330 224308.BSU28580 800 0 0 800
224308.BSU01330 224308.BSU35220 211 0 0 211
224308.BSU01330 224308.BSU07430 226 382 0 501
224308.BSU01330 224308.BSU01020 969 0 226 975
224308.BSU01330 224308.BSU04170 262 0 0 262
224308.BSU01330 224308.BSU25550 969 0 0 969
224308.BSU01330 224308.BSU16490 969 931 219 998
224308.BSU01330 224308.BSU01340 969 0 0 969
224308.BSU01330 224308.BSU17120 267 0 0 267
224308.BSU01330 224308.BSU22880 812 931 232 989
224308.BSU01330 224308.BSU01190 969 0 0 969
224308.BSU01330 224308.BSU40500 969 0 216 974
224308.BSU01330 224308.BSU25290 366 563 0 711
224308.BSU01330 224308.BSU19330 604 0 0 604
224308.BSU01330 224308.BSU25140 226 382 0 501
224308.BSU01330 224308.BSU27160 247 0 0 246
224308.BSU01330 224308.BSU38680 821 0 0 821
224308.BSU01330 224308.BSU37690 83 0 115 153
224308.BSU01330 224308.BSU17160 536 0 0 536
224308.BSU01330 224308.BSU01490 969 0 0 969
224308.BSU01330 224308.BSU27960 969 0 0 969
224308.BSU01330 224308.BSU01260 969 0 0 969
224308.BSU01330 224308.BSU02530 537 0 0 537
224308.BSU01330 224308.BSU23890 503 0 0 503
224308.BSU01330 224308.BSU15820 969 0 0 969
224308.BSU01330 224308.BSU30190 247 0 0 246
224308.BSU01330 224308.BSU00860 0 0 170 169
224308.BSU01330 224308.BSU07420 550 0 0 550
224308.BSU01330 224308.BSU18250 262 0 0 262
224308.BSU01330 224308.BSU37010 840 0 0 840
224308.BSU01330 224308.BSU15690 512 0 0 512
224308.BSU01330 224308.BSU01110 969 931 231 998
224308.BSU01330 224308.BSU28950 556 0 0 556
224308.BSU01330 224308.BSU15900 267 0 0 267
